#sequenceID	family	LTRtype	start	end
ctgF_rep_0202	RLG_famc13	LTR3	8064	8603
ctgF_rep_0171	RLC_famc18	LTR5	1	1431
ctgF_rep_0171	RLC_famc18	LTR3	6450	7881
ctgI_rep_0091	RLG_famc2	LTR5	1	1543
ctgI_rep_0091	RLG_famc2	LTR3	6051	7596
ctgD_rep_0267	RLG_famc9	LTR5	1	979
ctgD_rep_0267	RLG_famc9	LTR3	12275	13252
ctgK_rep_0002	RLG_famc8	LTR5	1	916
ctgK_rep_0002	RLG_famc8	LTR3	6923	7838
ctgF_rep_0093	RLX_famc5	LTR5	1	4459
ctgF_rep_0093	RLX_famc5	LTR3	11236	11382
ctgK_rep_0046	RLG_famc8	LTR5	1	917
ctgK_rep_0046	RLG_famc8	LTR3	6918	7835
ctgE_rep_0046	RLG_famc1	LTR5	3	472
ctgE_rep_0046	RLG_famc1	LTR3	8661	9130
TREP1419	RLG_famc3	LTR5	5	4152
TREP1419	RLG_famc3	LTR3	8191	12366
ctgD_rep_0106	XXX_famc120	LTR5	1	268
ctgD_rep_0106	XXX_famc120	LTR3	2238	2508
ctgF_rep_0060	RLG_famc2	LTR5	1	1668
ctgF_rep_0060	RLG_famc2	LTR3	6205	7736
ctgA_rep_0119	RLC_famc1	LTR5	2	1726
ctgA_rep_0119	RLC_famc1	LTR3	4494	6214
ctgD_rep_0247	RLC_famc2	LTR5	1	1685
ctgD_rep_0247	RLC_famc2	LTR3	8442	8557
ctgA_rep_0430	RLX_famc6	LTR5	1	4187
ctgA_rep_0430	RLX_famc6	LTR3	10009	10259
ctgF_rep_0146	RLG_famc9	LTR5	1	808
ctgF_rep_0146	RLG_famc9	LTR3	9751	10554
ctgD_rep_0278	RLG_famc6	LTR5	1	1512
ctgD_rep_0278	RLG_famc6	LTR3	8562	10078
ctgH_rep_0040	RLC_famc1	LTR5	1	1732
ctgH_rep_0040	RLC_famc1	LTR3	6838	8572
ctgF_rep_0430	RLC_famc4	LTR5	1	1696
ctgF_rep_0430	RLC_famc4	LTR3	9832	11529
ctgF_rep_0144	RLG_famc2	LTR5	1	1572
ctgF_rep_0144	RLG_famc2	LTR3	5575	7128
ctgI_rep_0008	RLC_famc2	LTR5	1	1685
ctgI_rep_0008	RLC_famc2	LTR3	8385	10071
ctgE_rep_0029	RLG_famc1	LTR5	4	469
ctgE_rep_0029	RLG_famc1	LTR3	8740	9205
rph7_rep_0451	RLG_famc1	LTR5	1	200
rph7_rep_0451	RLG_famc1	LTR3	7995	8194
ctgI_rep_0073	RLC_famc1	LTR5	1	1712
ctgI_rep_0073	RLC_famc1	LTR3	6890	8606
rph7_rep_0304	RLG_famc12	LTR5	1	1633
rph7_rep_0304	RLG_famc12	LTR3	4785	6474
ctgD_rep_0289	RLG_famc1	LTR5	3	472
ctgD_rep_0289	RLG_famc1	LTR3	8644	9113
TREP1715	RLG_famc3	LTR5	7	4056
TREP1715	RLG_famc3	LTR3	10075	14084
ctgH_rep_0240	RLC_famc1	LTR5	1	1720
ctgH_rep_0240	RLC_famc1	LTR3	6824	8542
rph7_rep_0144	RLC_famc1	LTR5	1	1765
rph7_rep_0144	RLC_famc1	LTR3	6871	8636
ctgA_rep_0417	RLG_famc4	LTR5	2	879
ctgA_rep_0417	RLG_famc4	LTR3	7579	8460
ctgD_rep_0258	RLC_famc1	LTR5	1	1737
ctgD_rep_0258	RLC_famc1	LTR3	6849	8586
TREP1650	RLX_famc12	LTR5	6	269
TREP1650	RLX_famc12	LTR3	467	730
ctgF_rep_0374	RLC_famc2	LTR5	1	1647
ctgF_rep_0374	RLC_famc2	LTR3	8240	9922
rph7_rep_0214	RLG_famc1	LTR5	1	472
rph7_rep_0214	RLG_famc1	LTR3	8078	8549
TREP3191	RLG_famc1	LTR5	1	471
TREP3191	RLG_famc1	LTR3	8661	9132
ctgK_rep_0033	RLG_famc8	LTR5	1	980
ctgK_rep_0033	RLG_famc8	LTR3	3594	4572
ctgL_rep_0092	RLC_famc1	LTR5	1	1736
ctgL_rep_0092	RLC_famc1	LTR3	6978	8794
ctgB_rep_0188	RLG_famc1	LTR5	1	472
ctgB_rep_0188	RLG_famc1	LTR3	8578	9047
ctgE_rep_0051	RLG_famc1	LTR5	3	467
ctgE_rep_0051	RLG_famc1	LTR3	9511	9975
ctgH_rep_0333	RLG_famc4	LTR5	1	898
ctgH_rep_0333	RLG_famc4	LTR3	6362	7259
ctgA_rep_0143	RLX_famc1	LTR5	1	480
ctgA_rep_0143	RLX_famc1	LTR3	5203	5684
ctgH_rep_0106	RLG_famc24	LTR5	1	1019
ctgH_rep_0106	RLG_famc24	LTR3	3019	3573
ctgB_rep_0087	RLG_famc4	LTR5	1	886
ctgB_rep_0087	RLG_famc4	LTR3	6374	7257
ctgA_rep_0106	RLC_famc1	LTR5	1	1693
ctgA_rep_0106	RLC_famc1	LTR3	6979	8678
ctgH_rep_0017	RLG_famc2	LTR5	1	1630
ctgH_rep_0017	RLG_famc2	LTR3	5535	7141
